6570760	11111
10322240	111110
10921440	101111
12212200	11111
12500120	110111
13023336	101111
14771676	101111
15178244	111011
16456176	110111
17550192	111101
17712264	111101
18409764	111011
18571620	111101
18929108	111110
19808172	101111
20275416	101111
20338944	101111
20525660	111101
20539328	111101
21043668	11110
21302140	101111
21361340	11111
21381800	101111
21588192	110111
21622456	111011
22559352	11111
22756632	111011
22889228	101111
22967748	101111
23054248	110111
23283748	111110
23324288	111101
23391396	111011
23693180	111110
23978600	111110
24009600	11111
24053780	101111
24180184	111011
24575436	111101
25332324	111011
25646488	111110
25646684	110111
25877540	110111
26113648	110111
26365440	111110
26646956	111011
26781044	11111
26868892	101111
26929180	101111
27636124	111011
27825896	100111
28010352	11111
28328900	110111
28936824	110111
28999136	110111
29720688	11111
29927732	111011
30313604	110111
30500212	111101
30501584	11111
30557516	110111
30639012	111110
30855940	111101
30866984	110111
31297140	111110
31551392	111101
31622284	110111
31643980	111011
32588860	101111
32596540	111101
32658744	111011
32743328	111011
32783488	11111
32787436	111101
32856204	111110
32999144	111011
33304636	11111
33382576	110111
33545020	111110
33790984	111101
34092580	11111
34200816	110111
34213556	111011
35315588	111101
35528928	111101
35991988	111011
37265484	110111
37303172	111110
37487864	101111
37515836	111101
37732312	110111
37800812	10111
38123312	111011
38429180	111110
38645028	111110
39166376	101111
39637192	101111
39778156	111110
40037432	101111
40200488	110111
40296828	110111
41116480	110111
41134704	111101
41170644	111011
41486692	111011
41786308	111110
41998432	111011
42013668	111101
42117764	11111
42144884	100111
42270172	110111
42375460	101111
42425844	110111
42712256	111110
42974596	111110
43183440	11111
43261408	111101
43528256	111110
43587620	111101
43591224	11111
43740944	111110
43757592	111001
43918700	111110
43922724	111011
44075156	111011
44718008	11111
45373032	101111
45850584	111110
45873784	11111
45942536	111011
46289548	111101
46810980	111011
47330176	111101
47704960	111011
48866824	110111
48925796	101111
48979016	11111
49029740	111011
49396372	111110
49859780	11111
49907056	111011
50018496	101111
50402360	111110
50516236	111101
50902564	11111
51120908	111110
52536488	11111
53924492	111101
54173200	111011
54613616	110111
55532884	111011
55825240	101111
55931772	101111
56472680	110111
56748264	11111
57088520	101111
57109916	101111
57146160	111101
57202232	101111
57813704	111011
58144788	11111
58653020	111011
58861224	110111
59399032	11111
59534060	11111
59680228	111101
59727088	111110
60198428	110111
60214660	101111
60497164	111011
60633564	111110
61163040	111101
61174280	11111
62221380	111101
62663224	111110
62698380	101011
62778288	111011
62910272	110111
63198008	111101
63336600	111110
64680816	101111
64780988	110111
64801580	11111
65057976	111110
65130400	111101
65292460	111110
65865612	111110
66257756	111110
66272976	110111
67087708	101111
67199884	111101
67815852	111110
68109100	110111
68467424	101111
70121492	111011
70127676	111101
70464576	110111
70881948	111011
70992860	110111
71129576	110101
71824028	111101
71879484	110111
72009832	111110
72166224	111101
72230788	111101
72294680	111110
73357704	111110
73555576	110111
73657308	101111
73835388	101111
74342468	111110
74587704	11111
75174796	111101
77095768	111011
77281104	110111
77758680	111011
77808980	11111
78030900	111110
78333352	101111
78535868	111110
78792560	111101
79298844	111110
